title,location,salary_range,company_name,industry,company_size,ownership_type,job_code,description,company_intro
UI/UX 设计师,北京,12-17K,样例企业2735,金融科技,100-499人,民营,J-UI-001-02735,"负责产品视觉设计与用户体验优化，强调设计表达、用户洞察和协作落地能力。 重点技能：Figma, 视觉设计, 交互设计, 用户研究, 原型设计, 设计规范, 可用性分析",用于演示 CareerPilot 岗位导入能力的样例数据。
产品经理,深圳,13-18K,样例企业2736,金融科技,500-999人,民营,J-PM-001-02736,"负责需求洞察、方案设计和项目推进，强调系统思考、协作推进与商业敏感度。 重点技能：需求分析, 产品规划, 原型设计, 项目管理, 数据分析, 竞品分析, PRD",用于演示 CareerPilot 岗位导入能力的样例数据。
前端开发工程师,北京,8-13K,样例企业2737,教育科技,100-499人,国企,J-FE-001-02737,"负责 Web 前端界面开发、交互实现与性能优化，强调工程质量、跨团队协作与用户体验意识。 重点技能：JavaScript, TypeScript, React, Next.js, HTML, CSS, 接口联调",用于演示 CareerPilot 岗位导入能力的样例数据。
后端开发工程师,北京,9-14K,样例企业2738,金融科技,500-999人,国企,J-BE-001-02738,"负责服务端接口、数据建模、性能治理与稳定性建设，强调业务抽象和系统设计能力。 重点技能：Python, FastAPI, SQL, PostgreSQL, Redis, 系统设计, 接口设计",用于演示 CareerPilot 岗位导入能力的样例数据。
全栈工程师,上海,10-15K,样例企业2739,信息化服务,1000-9999人,民营,J-FS-001-02739,"同时负责前后端交付，要求较强的问题解决能力、业务理解能力和工程完整性。 重点技能：JavaScript, TypeScript, React, Node.js, Python, 数据库设计, 部署运维",用于演示 CareerPilot 岗位导入能力的样例数据。
测试工程师,上海,11-16K,样例企业2740,信息化服务,500-999人,民营,J-QA-001-02740,"负责测试计划、功能回归、缺陷跟踪和质量保障，强调细致性与流程意识。 重点技能：测试用例设计, 接口测试, 缺陷管理, SQL, 自动化测试基础, 质量分析",用于演示 CareerPilot 岗位导入能力的样例数据。
测试开发工程师,北京,12-17K,样例企业2741,互联网,500-999人,上市公司,J-QD-001-02741,"通过自动化平台和脚本能力提升测试效率，要求质量意识与开发能力并重。 重点技能：Python, 自动化测试, 接口测试, CI/CD, 质量平台, 脚本开发",用于演示 CareerPilot 岗位导入能力的样例数据。
数据分析师,杭州,13-18K,样例企业2742,互联网,100-499人,民营,J-DA-001-02742,"通过数据清洗、分析建模和业务洞察支持决策，强调分析能力、表达能力和业务理解。 重点技能：SQL, Python, Excel, 数据可视化, 统计分析, 业务分析, A/B 测试",用于演示 CareerPilot 岗位导入能力的样例数据。
数据工程师,深圳,8-13K,样例企业2743,教育科技,1000-9999人,上市公司,J-DE-001-02743,"负责数据管道、数仓建模和数据基础设施建设，强调工程能力与稳定性意识。 重点技能：Python, SQL, ETL, Airflow, 数据仓库, Spark, 数据治理",用于演示 CareerPilot 岗位导入能力的样例数据。
数据产品经理,北京,9-14K,样例企业2744,信息化服务,500-999人,上市公司,J-DPM-001-02744,"负责数据产品方案设计与落地，强调业务理解、跨团队推动和数据思维。 重点技能：需求分析, 数据指标体系, 原型设计, SQL, 项目推进, 产品文档",用于演示 CareerPilot 岗位导入能力的样例数据。
AI 算法工程师,杭州,10-15K,样例企业2745,教育科技,1000-9999人,国企,J-AI-001-02745,"负责模型训练、评估与算法优化，强调数学基础、工程实现与问题抽象能力。 重点技能：Python, 机器学习, 深度学习, PyTorch, 数据处理, 模型评估, 算法优化",用于演示 CareerPilot 岗位导入能力的样例数据。
运维工程师,深圳,11-16K,样例企业2746,智能制造,1000-9999人,民营,J-OPS-001-02746,"保障系统稳定运行、发布部署和监控告警，强调可靠性意识与应急响应能力。 重点技能：Linux, Docker, CI/CD, 监控告警, 网络基础, 故障排查, 自动化运维",用于演示 CareerPilot 岗位导入能力的样例数据。
UI/UX 设计师,深圳,12-17K,样例企业2747,互联网,100-499人,民营,J-UI-001-02747,"负责产品视觉设计与用户体验优化，强调设计表达、用户洞察和协作落地能力。 重点技能：Figma, 视觉设计, 交互设计, 用户研究, 原型设计, 设计规范, 可用性分析",用于演示 CareerPilot 岗位导入能力的样例数据。
产品经理,成都,13-18K,样例企业2748,金融科技,1000-9999人,上市公司,J-PM-001-02748,"负责需求洞察、方案设计和项目推进，强调系统思考、协作推进与商业敏感度。 重点技能：需求分析, 产品规划, 原型设计, 项目管理, 数据分析, 竞品分析, PRD",用于演示 CareerPilot 岗位导入能力的样例数据。
前端开发工程师,深圳,8-13K,样例企业2749,信息化服务,500-999人,上市公司,J-FE-001-02749,"负责 Web 前端界面开发、交互实现与性能优化，强调工程质量、跨团队协作与用户体验意识。 重点技能：JavaScript, TypeScript, React, Next.js, HTML, CSS, 接口联调",用于演示 CareerPilot 岗位导入能力的样例数据。
后端开发工程师,成都,9-14K,样例企业2750,教育科技,100-499人,上市公司,J-BE-001-02750,"负责服务端接口、数据建模、性能治理与稳定性建设，强调业务抽象和系统设计能力。 重点技能：Python, FastAPI, SQL, PostgreSQL, Redis, 系统设计, 接口设计",用于演示 CareerPilot 岗位导入能力的样例数据。
全栈工程师,西安,10-15K,样例企业2751,信息化服务,100-499人,国企,J-FS-001-02751,"同时负责前后端交付，要求较强的问题解决能力、业务理解能力和工程完整性。 重点技能：JavaScript, TypeScript, React, Node.js, Python, 数据库设计, 部署运维",用于演示 CareerPilot 岗位导入能力的样例数据。
测试工程师,杭州,11-16K,样例企业2752,金融科技,100-499人,上市公司,J-QA-001-02752,"负责测试计划、功能回归、缺陷跟踪和质量保障，强调细致性与流程意识。 重点技能：测试用例设计, 接口测试, 缺陷管理, SQL, 自动化测试基础, 质量分析",用于演示 CareerPilot 岗位导入能力的样例数据。
测试开发工程师,北京,12-17K,样例企业2753,教育科技,500-999人,国企,J-QD-001-02753,"通过自动化平台和脚本能力提升测试效率，要求质量意识与开发能力并重。 重点技能：Python, 自动化测试, 接口测试, CI/CD, 质量平台, 脚本开发",用于演示 CareerPilot 岗位导入能力的样例数据。
数据分析师,成都,13-18K,样例企业2754,信息化服务,100-499人,国企,J-DA-001-02754,"通过数据清洗、分析建模和业务洞察支持决策，强调分析能力、表达能力和业务理解。 重点技能：SQL, Python, Excel, 数据可视化, 统计分析, 业务分析, A/B 测试",用于演示 CareerPilot 岗位导入能力的样例数据。
数据工程师,西安,8-13K,样例企业2755,智能制造,1000-9999人,民营,J-DE-001-02755,"负责数据管道、数仓建模和数据基础设施建设，强调工程能力与稳定性意识。 重点技能：Python, SQL, ETL, Airflow, 数据仓库, Spark, 数据治理",用于演示 CareerPilot 岗位导入能力的样例数据。
数据产品经理,西安,9-14K,样例企业2756,信息化服务,500-999人,国企,J-DPM-001-02756,"负责数据产品方案设计与落地，强调业务理解、跨团队推动和数据思维。 重点技能：需求分析, 数据指标体系, 原型设计, SQL, 项目推进, 产品文档",用于演示 CareerPilot 岗位导入能力的样例数据。
AI 算法工程师,深圳,10-15K,样例企业2757,智能制造,500-999人,民营,J-AI-001-02757,"负责模型训练、评估与算法优化，强调数学基础、工程实现与问题抽象能力。 重点技能：Python, 机器学习, 深度学习, PyTorch, 数据处理, 模型评估, 算法优化",用于演示 CareerPilot 岗位导入能力的样例数据。
运维工程师,上海,11-16K,样例企业2758,教育科技,1000-9999人,国企,J-OPS-001-02758,"保障系统稳定运行、发布部署和监控告警，强调可靠性意识与应急响应能力。 重点技能：Linux, Docker, CI/CD, 监控告警, 网络基础, 故障排查, 自动化运维",用于演示 CareerPilot 岗位导入能力的样例数据。
UI/UX 设计师,北京,12-17K,样例企业2759,金融科技,100-499人,国企,J-UI-001-02759,"负责产品视觉设计与用户体验优化，强调设计表达、用户洞察和协作落地能力。 重点技能：Figma, 视觉设计, 交互设计, 用户研究, 原型设计, 设计规范, 可用性分析",用于演示 CareerPilot 岗位导入能力的样例数据。
产品经理,深圳,13-18K,样例企业2760,金融科技,500-999人,国企,J-PM-001-02760,"负责需求洞察、方案设计和项目推进，强调系统思考、协作推进与商业敏感度。 重点技能：需求分析, 产品规划, 原型设计, 项目管理, 数据分析, 竞品分析, PRD",用于演示 CareerPilot 岗位导入能力的样例数据。
前端开发工程师,深圳,8-13K,样例企业2761,信息化服务,1000-9999人,上市公司,J-FE-001-02761,"负责 Web 前端界面开发、交互实现与性能优化，强调工程质量、跨团队协作与用户体验意识。 重点技能：JavaScript, TypeScript, React, Next.js, HTML, CSS, 接口联调",用于演示 CareerPilot 岗位导入能力的样例数据。
后端开发工程师,杭州,9-14K,样例企业2762,教育科技,500-999人,上市公司,J-BE-001-02762,"负责服务端接口、数据建模、性能治理与稳定性建设，强调业务抽象和系统设计能力。 重点技能：Python, FastAPI, SQL, PostgreSQL, Redis, 系统设计, 接口设计",用于演示 CareerPilot 岗位导入能力的样例数据。
全栈工程师,上海,10-15K,样例企业2763,教育科技,500-999人,国企,J-FS-001-02763,"同时负责前后端交付，要求较强的问题解决能力、业务理解能力和工程完整性。 重点技能：JavaScript, TypeScript, React, Node.js, Python, 数据库设计, 部署运维",用于演示 CareerPilot 岗位导入能力的样例数据。
测试工程师,北京,11-16K,样例企业2764,智能制造,1000-9999人,上市公司,J-QA-001-02764,"负责测试计划、功能回归、缺陷跟踪和质量保障，强调细致性与流程意识。 重点技能：测试用例设计, 接口测试, 缺陷管理, SQL, 自动化测试基础, 质量分析",用于演示 CareerPilot 岗位导入能力的样例数据。
测试开发工程师,成都,12-17K,样例企业2765,互联网,1000-9999人,上市公司,J-QD-001-02765,"通过自动化平台和脚本能力提升测试效率，要求质量意识与开发能力并重。 重点技能：Python, 自动化测试, 接口测试, CI/CD, 质量平台, 脚本开发",用于演示 CareerPilot 岗位导入能力的样例数据。
数据分析师,深圳,13-18K,样例企业2766,智能制造,1000-9999人,上市公司,J-DA-001-02766,"通过数据清洗、分析建模和业务洞察支持决策，强调分析能力、表达能力和业务理解。 重点技能：SQL, Python, Excel, 数据可视化, 统计分析, 业务分析, A/B 测试",用于演示 CareerPilot 岗位导入能力的样例数据。
数据工程师,西安,8-13K,样例企业2767,智能制造,1000-9999人,国企,J-DE-001-02767,"负责数据管道、数仓建模和数据基础设施建设，强调工程能力与稳定性意识。 重点技能：Python, SQL, ETL, Airflow, 数据仓库, Spark, 数据治理",用于演示 CareerPilot 岗位导入能力的样例数据。
数据产品经理,深圳,9-14K,样例企业2768,金融科技,100-499人,民营,J-DPM-001-02768,"负责数据产品方案设计与落地，强调业务理解、跨团队推动和数据思维。 重点技能：需求分析, 数据指标体系, 原型设计, SQL, 项目推进, 产品文档",用于演示 CareerPilot 岗位导入能力的样例数据。
AI 算法工程师,深圳,10-15K,样例企业2769,教育科技,500-999人,国企,J-AI-001-02769,"负责模型训练、评估与算法优化，强调数学基础、工程实现与问题抽象能力。 重点技能：Python, 机器学习, 深度学习, PyTorch, 数据处理, 模型评估, 算法优化",用于演示 CareerPilot 岗位导入能力的样例数据。
